,title,eps_count,publish_date,status,season,studio,Censorship,rate,director,eps_period,type,classification
98,Godzilla: S.P,الحلقات: 13,2-Oct-23,الحالة: مكتمل,Spring 2021,Bones,الرقابة: Censored,التقييم 6.65,Takahashi Atsushi,المدة: 23 min. per ep.,النوع: مسلسل,"['Action', 'Award Winning', 'Mecha', 'Mystery', 'Sci-Fi']"
99,Tenchi Souzou Design-bu,الحلقات: 12,19-Sep-23,الحالة: مكتمل,Winter 2021,Asahi Production,الرقابة: Censored,التقييم 7.16,Masui Souichi,المدة: 23 min. per ep.,النوع: مسلسل,"['Comedy', 'Educational', 'Fantasy', 'Gag Humor', 'Mythology', 'Seinen', 'Workplace']"
100,Seiken Tsukai no World Break,الحلقات: 12,19-Sep-23,الحالة: مكتمل,Winter 2015,Diomedéa,الرقابة: Censored,التقييم 6.78,Inagaki Takayuki,المدة: 24 min. per ep.,النوع: مسلسل,"['Action', 'Fantasy', 'Harem', 'Reincarnation', 'Romance', 'School']"
101,Bungou Stray Dogs 2nd Season,الحلقات: 12,19-Sep-23,الحالة: مكتمل,Fall 2016,Bones,الرقابة: Censored,التقييم 8.19,Umetsu Yasuomi,المدة: 23 min. per ep.,النوع: مسلسل,"['Action', 'Adult Cast', 'Mystery', 'Organized Crime', 'Seinen', 'Super Power', 'Supernatural']"
102,Triage X,الحلقات: 10,19-Sep-23,الحالة: مكتمل,Spring 2015,Xebec,الرقابة: Censored,التقييم 6.32,Kato Takao,المدة: 23 min. per ep.,النوع: مسلسل,"['Action', 'Adventure', 'Ecchi', 'Shounen']"
103,Hananoi-kun to Koi no Yamai,المخرج: Makino Tomoe,unknown,الحالة: مكتمل,unknown,East Fish Studio,نشر بواسطة: admin,unknown,unknown,الموسم: Spring 2024,الرقابة: Censored,"['Romance', 'School', 'Shoujo']"
104,Zoku Owarimonogatari,الرقابة: Censored,12-Oct-23,الحالة: مكتمل,unknown,Shaft,المخرج: Shinbou Akiyuki,التقييم 8.45,unknown,المدة: 28 min. per ep.,الحلقات: 6,"['Comedy', 'Mystery', 'Supernatural', 'Vampire']"
105,Jijou wo Shiranai Tenkousei ga Guigui Kuru.,الحلقات: 13,18-Sep-23,الحالة: مكتمل,Spring 2023,Studio Signpost,الرقابة: Censored,التقييم 7.54,unknown,المدة: 23 min. per ep.,النوع: مسلسل,"['Comedy', 'Romantic Subtext', 'School', 'Shounen']"
106,Goblin Slayer II,"المخرج: Ozaki Takaharu, Takada Misato",unknown,الحالة: مكتمل,unknown,LIDENFILMS,نشر بواسطة: admin,unknown,unknown,الموسم: Fall 2023,الرقابة: Censored,"['Action', 'Adventure', 'Fantasy', 'Gore']"
107,Urasekai Picnic,الحلقات: 12,4-Dec-23,الحالة: مكتمل,Winter 2021,Felix Film,الرقابة: Censored,التقييم 6.63,unknown,المدة: 23 min. per ep.,النوع: مسلسل,"['Adventure', 'Fantasy', 'Isekai', 'Mystery', 'Survival', 'Suspense']"
108,Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen 2nd Season,الحلقات: 12,19-Sep-23,الحالة: مكتمل,Spring 2020,Ajia-do,الرقابة: Censored,التقييم 8.11,Hongou Mitsuru,المدة: 23 min. per ep.,النوع: مسلسل,"['Fantasy', 'Isekai', 'Reincarnation']"
109,UQ Holder! Mahou Sensei Negima! 2,الحلقات: 12,28-Sep-23,الحالة: مكتمل,Fall 2017,J.C.Staff,الرقابة: Censored,التقييم 6.92,Suzuki Youhei,المدة: 23 min. per ep.,النوع: مسلسل,"['Action', 'Fantasy', 'Sci-Fi', 'Shounen']"
110,Gintama.: Shirogane no Tamashii-hen,الحلقات: 12,27-Sep-23,الحالة: مكتمل,Winter 2018,Bandai Namco Pictures,الرقابة: Censored,التقييم 8.81,Miyawaki Chizuru,المدة: 24 min. per ep.,النوع: مسلسل,"['Action', 'Comedy', 'Gag Humor', 'Historical', 'Parody', 'Samurai', 'Sci-Fi', 'Shounen']"
111,Classic★Stars,الحلقات: 13,6-Apr-25,الحالة: يعرض الأن,Spring 2025,Platinum Vision,الرقابة: Censored,unknown,Ooba Hideaki,المدة: 23 min. per ep.,النوع: مسلسل,"['Music', 'School']"
112,Kimetsu no Yaiba: Mugen Ressha-hen,الحلقات: 7,12-Oct-23,الحالة: مكتمل,Fall 2021,ufotable,الرقابة: Censored,التقييم 8.38,Sotozaki Haruo,المدة: 24 min. per ep.,النوع: مسلسل,"['Action', 'Fantasy', 'Historical', 'Shounen']"
113,Arknights: Fuyukomori Kaerimichi,الرقابة: Censored,24-Nov-23,الحالة: يعرض الأن,unknown,Yostar Pictures,المخرج: Watanabe Yuuki,unknown,unknown,الموسم: Fall 2023,الحلقات: 8,"['Action', 'Fantasy']"
114,Kimetsu no Yaiba: Yuukaku-hen,الحلقات: 11,19-Sep-23,الحالة: مكتمل,Winter 2022,ufotable,الرقابة: Censored,التقييم 8.78,Sotozaki Haruo,المدة: 26 min. per ep.,النوع: مسلسل,"['Action', 'Fantasy', 'Historical', 'Shounen']"
115,Mob Psycho 100 III,الحلقات: 12,18-Sep-23,الحالة: مكتمل,Fall 2022,Bones,الرقابة: Censored,التقييم 8.71,unknown,المدة: 23 min. per ep.,النوع: مسلسل,"['Action', 'Comedy', 'Super Power', 'Supernatural']"
116,Grisaia: Phantom Trigger,المخرج: Murayama Kousuke,unknown,الحالة: مكتمل,unknown,Bibury Animation Studios,نشر بواسطة: admin,unknown,unknown,الموسم: Winter 2025,الرقابة: Censored,"['Action', 'School']"
117,Love Live! Nijigasaki Gakuen School Idol Doukoukai,الحلقات: 13,2-Oct-23,الحالة: مكتمل,Fall 2020,Sunrise,الرقابة: Censored,التقييم 7.51,unknown,المدة: 24 min. per ep.,النوع: مسلسل,"['Idols (Female)', 'Music', 'School', 'Slice of Life']"
118,MF Ghost 2nd Season,المخرج: Tomohito Naka,unknown,الحالة: مكتمل,unknown,Felix Film,نشر بواسطة: admin,unknown,unknown,الموسم: Fall 2024,الرقابة: Censored,"['Racing', 'Seinen']"
119,Ousama Ranking: Yuuki no Takarabako,الحلقات: 10,19-Sep-23,الحالة: مكتمل,Spring 2023,Wit Studio,الرقابة: Censored,التقييم 7.26,Fuchigami Makoto,المدة: 22 min. per ep.,النوع: مسلسل,"['Adventure', 'Fantasy']"
120,Watashi no Oshi wa Akuyaku Reijou.,المخرج: Ooba Hideaki,unknown,الحالة: قادم,unknown,Platinum Vision,نشر بواسطة: admin,unknown,unknown,الموسم: Fall 2023,الرقابة: Censored,"['Comedy', 'Fantasy', 'Girls Love', 'Isekai', 'School']"
121,Jibaku Shounen Hanako-kun 2,المخرج: Fukui Youhei,unknown,الحالة: مكتمل,unknown,Lerche,نشر بواسطة: admin,unknown,unknown,الموسم: Winter 2025,الرقابة: Censored,"['School', 'Shounen', 'Supernatural']"
122,Houkago Shounen Hanako-kun,الحلقات: 4,30-Sep-23,الحالة: مكتمل,Fall 2023,Lerche,الرقابة: Censored,unknown,Kitamura Masaki,المدة: 10 min. per ep.,النوع: مسلسل,"['Comedy', 'Parody', 'School', 'Supernatural']"
123,Machine-Doll wa Kizutsukanai,الحلقات: 12,28-Sep-23,الحالة: مكتمل,Fall 2013,Lerche,الرقابة: Censored,التقييم 7.05,unknown,المدة: 23 min. per ep.,النوع: مسلسل,"['Action', 'Ecchi', 'Fantasy', 'School']"
124,Yuragi-sou no Yuuna-san,الحلقات: 12,28-Sep-23,الحالة: مكتمل,Summer 2018,Xebec,الرقابة: Censored,التقييم 7.00,unknown,المدة: 23 min. per ep.,النوع: مسلسل,"['Comedy', 'Ecchi', 'Harem', 'Romance', 'Shounen', 'Supernatural']"
125,Isekai Yakkyoku,الحلقات: 12,25-Sep-23,الحالة: مكتمل,Summer 2022,Diomedéa,الرقابة: Censored,التقييم 7.31,unknown,المدة: 23 min. per ep.,النوع: مسلسل,"['Fantasy', 'Isekai', 'Medical', 'Reincarnation']"
126,Kekkai Sensen & Beyond,الحلقات: 12,28-Sep-23,الحالة: مكتمل,Fall 2017,Bones,الرقابة: Censored,التقييم 7.79,unknown,المدة: 24 min. per ep.,النوع: مسلسل,"['Action', 'Fantasy', 'Shounen', 'Super Power', 'Vampire']"
127,Teogonia,المخرج: Mori Kunihiro,unknown,الحالة: يعرض الأن,unknown,Asahi Production,نشر بواسطة: admin,unknown,unknown,الموسم: Spring 2025,الرقابة: Censored,"['Action', 'Adventure', 'Fantasy']"
128,Overlord IV,الحلقات: 13,2-Oct-23,الحالة: مكتمل,Summer 2022,Madhouse,الرقابة: Censored,التقييم 8.09,unknown,المدة: 23 min. per ep.,النوع: مسلسل,"['Action', 'Adventure', 'Fantasy', 'Isekai']"
129,Shinigami Bocchan to Kuro Maid 2nd Season,الحلقات: 12,24-Sep-23,الحالة: مكتمل,Summer 2023,J.C.Staff,الرقابة: Censored,التقييم 7.70,unknown,المدة: 23 min. per ep.,النوع: مسلسل,"['Comedy', 'Romantic Subtext', 'Supernatural']"
130,Bucchigire!,الحلقات: 12,25-Sep-23,الحالة: مكتمل,Summer 2022,Geno Studio,الرقابة: Censored,التقييم 6.01,Hirakawa Tetsuo,المدة: 24 min. per ep.,النوع: مسلسل,"['Action', 'Historical', 'Samurai']"
131,Kimitachi wa Dou Ikiru ka,الرقابة: Censored,26-Jun-24,الحالة: يعرض الأن,unknown,Studio Ghibli,المخرج: Miyazaki Hayao,التقييم 7.62,unknown,المدة: 2 hr. 3 min.,الحلقات: 1,"['Adventure', 'Anthropomorphic', 'Award Winning', 'Drama', 'Fantasy', 'Isekai']"
132,Puraore! Pride of Orange,الحلقات: 12,4-Dec-23,الحالة: مكتمل,Fall 2021,C2C,الرقابة: Censored,التقييم 6.28,unknown,المدة: 23 min. per ep.,النوع: مسلسل,"['Sports', 'Team Sports']"
133,Rakudai Kishi no Cavalry,الحلقات: 12,19-Sep-23,الحالة: مكتمل,Fall 2015,Nexus,الرقابة: Censored,التقييم 7.44,unknown,المدة: 23 min. per ep.,النوع: مسلسل,"['Action', 'Ecchi', 'Fantasy', 'Romance', 'School']"
134,Hanma Baki vs. Kengan Ashura,المخرج: Hirano Toshiki,unknown,الحالة: مكتمل,unknown,TMS Entertainment,نشر بواسطة: admin,unknown,unknown,النوع: أونا,الرقابة: Censored,['Action']
135,Just Because!,الحلقات: 12,28-Sep-23,الحالة: مكتمل,Fall 2017,PINE JAM,الرقابة: Censored,التقييم 7.24,unknown,المدة: 23 min. per ep.,النوع: مسلسل,"['Drama', 'Love Polygon', 'Romance', 'School']"
136,Kenja no Mago,الحلقات: 12,19-Sep-23,الحالة: مكتمل,Spring 2019,SILVER LINK.,الرقابة: Censored,التقييم 6.62,unknown,المدة: 23 min. per ep.,النوع: مسلسل,"['Action', 'Comedy', 'Fantasy', 'Isekai', 'Reincarnation', 'Romance']"
137,Tasogare Otome x Amnesia,الحلقات: 12,19-Sep-23,الحالة: مكتمل,Spring 2012,SILVER LINK.,الرقابة: Censored,التقييم 7.82,Oonuma Shin,المدة: 23 min. per ep.,النوع: مسلسل,"['Horror', 'Mystery', 'Romance', 'School', 'Shounen', 'Supernatural']"
138,Mahoutsukai Precure!! Mirai Days,الرقابة: Censored,27-Dec-24,الحالة: قادم,unknown,Studio Deen,المخرج: Hamana Takayuki,unknown,unknown,الموسم: Winter 2025,الحلقات: 12,"['Action', 'Mahou Shoujo']"
139,White Album 2,الحلقات: 13,2-Oct-23,الحالة: مكتمل,Fall 2013,Satelight,الرقابة: Censored,التقييم 7.61,Andou Masaomi,المدة: 23 min. per ep.,النوع: مسلسل,"['Drama', 'Love Polygon', 'Music', 'Romance']"
140,Hitoribocchi no Isekai Kouryaku,نشر بواسطة: admin,unknown,الحالة: مكتمل,unknown,Hayabusa Film,"تم الإصدار في: August 21, 2024",unknown,unknown,النوع: مسلسل,المخرج: Kazumi Akio,"['Action', 'Adventure', 'Fantasy', 'Isekai']"
141,Kubo-san wa Mob wo Yurusanai,الحلقات: 12,12-Oct-23,الحالة: مكتمل,Winter 2023,PINE JAM,الرقابة: Censored,التقييم 7.58,unknown,المدة: 24 min. per ep.,النوع: مسلسل,"['Comedy', 'Romance', 'School', 'Seinen']"
142,Nanatsu no Taizai: Seisen no Shirushi,الحلقات: 4,14-Oct-23,الحالة: مكتمل,Summer 2016,A-1 Pictures,الرقابة: Censored,التقييم 6.97,unknown,المدة: 24 min. per ep.,النوع: مسلسل,"['Action', 'Adventure', 'Fantasy', 'Shounen']"
143,Hanyou no Yashahime: Sengoku Otogizoushi,الحلقات: 24,13-Oct-23,الحالة: مكتمل,Fall 2020,Sunrise,الرقابة: Censored,التقييم 6.70,Satou Teruo,المدة: 24 min. per ep.,النوع: مسلسل,"['Action', 'Adventure', 'Fantasy', 'Historical', 'Mythology', 'Time Travel']"
144,Arte,الحلقات: 12,19-Sep-23,الحالة: مكتمل,Spring 2020,Seven Arcs,الرقابة: Censored,التقييم 7.19,unknown,المدة: 24 min. per ep.,النوع: مسلسل,"['Drama', 'Historical', 'Seinen', 'Visual Arts']"
145,Sword Art Online: Alicization,الحلقات: 24,13-Oct-23,الحالة: مكتمل,Fall 2018,A-1 Pictures,الرقابة: Censored,التقييم 7.56,unknown,المدة: 24 min. per ep.,النوع: مسلسل,"['Action', 'Adventure', 'Fantasy', 'Video Game']"
146,Night Head 2041,الحلقات: 12,25-Sep-23,الحالة: مكتمل,Summer 2021,Shirogumi,الرقابة: Censored,التقييم 6.51,Hirakawa Takamitsu,المدة: 22 min. per ep.,النوع: مسلسل,"['Drama', 'Mystery', 'Psychological', 'Sci-Fi', 'Supernatural']"
147,Bungou Stray Dogs Wan!,الحلقات: 12,19-Sep-23,الحالة: مكتمل,Winter 2021,Bones,الرقابة: Censored,التقييم 7.97,unknown,المدة: 11 min. per ep.,النوع: مسلسل,"['Comedy', 'Supernatural']"
148,Mushoku Tensei: Isekai Ittara Honki Dasu,الحلقات: 11,19-Sep-23,الحالة: مكتمل,Winter 2021,Studio Bind,الرقابة: Censored,التقييم 8.37,unknown,المدة: 23 min. per ep.,النوع: مسلسل,"['Adventure', 'Drama', 'Ecchi', 'Fantasy', 'Isekai', 'Reincarnation']"
149,Soul Eater,الحلقات: 51,12-Oct-23,الحالة: مكتمل,Spring 2008,Bones,الرقابة: Censored,التقييم 7.84,Igarashi Takuya,المدة: 23 min. per ep.,النوع: مسلسل,"['Action', 'Comedy', 'Fantasy', 'School', 'Shounen']"
150,Babylon,الحلقات: 12,27-Sep-23,الحالة: مكتمل,Fall 2019,Revoroot,الرقابة: Censored,التقييم 6.74,Suzuki Kiyotaka,المدة: 24 min. per ep.,النوع: مسلسل,"['Adult Cast', 'Detective', 'Mystery', 'Psychological', 'Suspense']"
151,Tokyo Ghoul √A,الحلقات: 12,19-Sep-23,الحالة: مكتمل,Winter 2015,Pierrot,الرقابة: Censored,التقييم 7.02,Morita Shuuhei,المدة: 24 min. per ep.,النوع: مسلسل,"['Action', 'Fantasy', 'Gore', 'Horror', 'Psychological', 'Seinen']"
152,Golden Kamuy,الحلقات: 12,19-Sep-23,الحالة: مكتمل,Spring 2018,Geno Studio,الرقابة: Censored,التقييم 7.87,unknown,المدة: 23 min. per ep.,النوع: مسلسل,"['Action', 'Adult Cast', 'Adventure', 'Historical', 'Military', 'Seinen']"
153,Rail Romanesque,الحلقات: 12,22-Sep-23,الحالة: مكتمل,Fall 2020,Saetta,الرقابة: Censored,التقييم 5.14,Hirasawa Hisayoshi,المدة: 3 min. per ep.,النوع: مسلسل,['Slice of Life']
154,One Piece Movie 08: Episode of Alabasta – Sabaku no Oujo to Kaizoku-tachi,الرقابة: Censored,22-Aug-24,الحالة: مكتمل,unknown,Toei Animation,المخرج: Imamura Takahiro,التقييم 7.30,unknown,المدة: 1 hr. 30 min.,الحلقات: 1,"['Action', 'Adventure', 'Fantasy', 'Shounen']"
155,Sword Art Online: Alicization – War of Underworld,الحلقات: 12,19-Sep-23,الحالة: مكتمل,Fall 2019,A-1 Pictures,الرقابة: Censored,التقييم 7.58,Ono Manabu,المدة: 23 min. per ep.,النوع: مسلسل,"['Action', 'Adventure', 'Fantasy', 'Video Game']"
156,Ranma ½ (2024),المخرج: Uda Kounosuke,unknown,الحالة: مكتمل,unknown,MAPPA,نشر بواسطة: admin,unknown,unknown,الموسم: Fall 2024,الرقابة: Censored,"['Action', 'Comedy', 'Ecchi', 'Magical Sex Shift', 'Martial Arts', 'Romance', 'School', 'Shounen']"
157,Renai Flops,الحلقات: 12,18-Sep-23,الحالة: مكتمل,Fall 2022,Passione,الرقابة: Censored,التقييم 6.71,unknown,المدة: 23 min. per ep.,النوع: مسلسل,"['Comedy', 'Ecchi', 'Harem', 'Romance', 'School', 'Sci-Fi']"
158,My Home Hero,الحلقات: 12,18-Sep-23,الحالة: مكتمل,Spring 2023,Tezuka Productions,الرقابة: Censored,التقييم 7.05,unknown,المدة: 23 min. per ep.,النوع: مسلسل,"['Adult Cast', 'Drama', 'Organized Crime', 'Seinen', 'Suspense']"
159,Date A Live II,الحلقات: 10,19-Sep-23,الحالة: مكتمل,Spring 2014,Production IMS,الرقابة: Censored,التقييم 7.19,Motonaga Keitarou,المدة: 28 min. per ep.,النوع: مسلسل,"['Action', 'Harem', 'Mecha', 'Romance', 'School', 'Sci-Fi']"
160,Hypnosis Mic: Division Rap Battle – Rhyme Anima +,المخرج: Ono Katsumi,unknown,الحالة: مكتمل,unknown,A-1 Pictures,نشر بواسطة: admin,unknown,unknown,الموسم: Fall 2023,الرقابة: Censored,"['Adult Cast', 'Drama', 'Music']"
161,Shingeki no Kyojin Season 3,الحلقات: 12,19-Sep-23,الحالة: مكتمل,Summer 2018,Wit Studio,الرقابة: Censored,التقييم 8.62,unknown,المدة: 23 min. per ep.,النوع: مسلسل,"['Action', 'Drama', 'Gore', 'Military', 'Shounen', 'Survival']"
162,Yozakura-san Chi no Daisakusen,المخرج: Minato Mirai,unknown,الحالة: مكتمل,unknown,SILVER LINK.,نشر بواسطة: admin,unknown,unknown,الموسم: Spring 2024,الرقابة: Censored,"['Action', 'Comedy', 'Romance', 'Shounen']"
163,Dagashi Kashi,الحلقات: 12,19-Sep-23,الحالة: مكتمل,Winter 2016,feel.,الرقابة: Censored,التقييم 6.61,unknown,المدة: 24 min. per ep.,النوع: مسلسل,"['Comedy', 'Gourmet', 'Romantic Subtext', 'Shounen']"
164,Busou Shoujo Machiavellianism,الحلقات: 12,19-Sep-23,الحالة: مكتمل,Spring 2017,Connect,الرقابة: Censored,التقييم 6.89,Tachibana Hideki,المدة: 23 min. per ep.,النوع: مسلسل,"['Action', 'Comedy', 'Harem', 'Martial Arts', 'School', 'Shounen']"
165,Monster Musume no Iru Nichijou,الحلقات: 12,19-Sep-23,الحالة: مكتمل,Summer 2015,Lerche,الرقابة: Censored,التقييم 6.96,Yoshihara Tatsuya,المدة: 23 min. per ep.,النوع: مسلسل,"['Anthropomorphic', 'Comedy', 'Ecchi', 'Fantasy', 'Harem', 'Romance', 'Seinen']"
166,Ballpark de Tsukamaete!,المخرج: Kitamura Junichi,unknown,الحالة: يعرض الأن,unknown,EMT Squared,نشر بواسطة: admin,unknown,unknown,الموسم: Spring 2025,الرقابة: Censored,"['Adult Cast', 'Comedy', 'Seinen', 'Sports', 'Team Sports']"
167,Sorairo Utility (TV),المخرج: Saitou Kengo,unknown,الحالة: مكتمل,unknown,Yostar Pictures,نشر بواسطة: admin,unknown,unknown,الموسم: Winter 2025,الرقابة: Censored,"['CGDCT', 'Sports']"
168,High Card,الحلقات: 12,27-Sep-23,الحالة: مكتمل,Winter 2023,Studio Hibari,الرقابة: Censored,التقييم 7.15,unknown,المدة: 23 min. per ep.,النوع: مسلسل,"['Action', 'Adult Cast', 'Fantasy', 'Organized Crime', 'Super Power']"
